customer_id,order_date,product_id,category_id,category_name,product_name,quantity,price,payment_method,city,review_score,gender,age,order_month
71248,2024-07-01,289,10,1,16,5,207.28,0,579,5.0,1,42,7
14872,2024-03-31,353,20,2,10,2,272.78,2,104,4.0,1,32,3
46992,2024-05-13,824,20,2,20,2,227.13,1,144,5.0,0,30,5
21565,2024-08-13,499,50,4,18,4,484.81,2,440,5.0,0,43,8
26160,2025-03-04,374,20,2,15,2,452.2,2,588,3.0,1,25,3
35007,2024-06-09,355,30,3,23,2,149.77,1,390,5.0,1,65,6
93989,2024-04-25,573,50,4,13,5,85.85,0,954,1.0,1,70,4
37401,2024-08-16,861,50,4,18,1,376.51,2,364,5.0,0,63,8
82700,2024-05-30,410,50,4,0,5,37.87,1,490,5.0,1,55,5
38245,2024-11-11,615,50,4,18,4,340.85,2,206,4.0,1,36,11
76140,2024-06-29,673,50,4,0,2,293.67,2,533,5.0,1,65,6
63313,2024-08-09,182,50,4,22,5,266.16,0,279,1.0,0,59,8
10299,2024-11-27,971,20,2,3,4,203.94,1,848,5.0,0,33,11
32232,2024-09-23,476,10,1,16,1,234.56,1,448,5.0,1,55,9
48690,2024-04-11,161,20,2,14,3,139.95,0,902,5.0,0,18,4
94108,2025-01-20,837,30,3,9,2,87.3,1,45,5.0,0,72,1
54503,2024-04-03,416,50,4,18,2,337.25,1,869,2.0,0,42,4
69170,2024-05-30,660,20,2,3,4,66.56,2,676,5.0,1,62,5
68220,2024-09-15,961,30,3,2,2,113.21,0,260,1.0,0,50,9
53004,2024-09-19,309,30,3,2,5,249.38,2,487,5.0,1,20,9
57158,2024-07-25,294,30,3,12,4,11.74,2,956,5.0,1,59,7
15676,2024-04-22,649,40,0,4,3,355.78,1,705,5.0,1,72,4
34358,2025-01-16,945,20,2,14,1,27.65,0,225,4.0,1,50,1
83983,2024-08-01,395,20,2,20,5,161.05,2,44,5.0,1,55,8
56955,2024-07-14,922,20,2,20,1,183.3,1,949,5.0,1,24,7
73293,2024-04-30,799,50,4,0,1,463.62,2,693,5.0,1,72,4
68416,2024-12-15,311,20,2,15,5,22.15,1,501,5.0,0,44,12
51031,2024-05-25,216,40,0,19,4,140.73,1,386,5.0,0,50,5
49701,2024-04-21,684,40,0,19,1,107.79,0,361,3.0,0,63,4
32080,2024-05-13,354,20,2,10,4,21.6,2,217,3.0,1,18,5
13112,2024-12-15,202,10,1,5,2,182.06,1,804,3.0,1,35,12
27303,2024-05-25,119,50,4,24,1,470.23,2,445,5.0,1,26,5
89064,2024-11-10,533,50,4,24,3,28.75,1,399,4.0,0,74,11
76490,2024-12-17,362,30,3,23,5,307.04,1,741,5.0,0,48,12
45081,2025-02-05,721,20,2,3,4,31.75,0,138,5.0,1,55,2
65624,2024-03-26,732,50,4,0,2,188.47,2,920,5.0,1,63,3
94700,2024-06-15,675,50,4,24,3,335.06,2,248,5.0,1,23,6
73009,2024-03-27,569,30,3,23,4,169.83,1,262,2.0,1,29,3
55865,2024-03-26,915,40,0,11,1,341.89,2,498,5.0,1,64,3
75453,2024-06-22,260,50,4,18,3,158.9,2,833,4.0,0,33,6
47548,2025-01-31,381,30,3,23,2,226.48,1,903,1.0,0,36,1
85352,2024-07-04,755,20,2,20,5,149.06,1,128,5.0,1,38,7
99624,2024-06-29,624,20,2,3,4,120.07,2,924,5.0,1,20,6
53811,2024-09-21,551,40,0,4,5,426.37,2,625,4.0,0,52,9
59944,2025-02-06,293,50,4,0,2,361.99,0,352,4.0,1,51,2
20770,2024-11-01,941,10,1,16,2,391.43,2,473,5.0,1,44,11
95322,2025-03-14,621,50,4,13,2,34.61,2,428,5.0,1,43,3
44293,2024-10-26,212,20,2,15,4,337.11,1,941,4.0,1,72,10
11849,2024-08-14,141,40,0,4,5,409.35,1,821,4.0,1,23,8
79537,2024-10-18,858,40,0,19,5,374.39,0,22,4.0,0,30,10
22604,2025-02-08,351,30,3,2,1,247.45,2,182,2.0,1,47,2
36231,2024-05-18,606,30,3,1,5,143.14,0,678,5.0,1,72,5
64684,2024-11-16,166,20,2,10,1,197.69,2,488,5.0,1,53,11
64326,2024-08-15,348,40,0,7,5,275.88,0,704,5.0,0,63,8
82168,2025-01-23,653,40,0,4,2,473.57,2,928,5.0,0,44,1
63919,2024-04-23,209,40,0,11,3,12.89,0,280,2.0,1,54,4
54901,2024-06-04,491,40,0,4,3,376.28,1,834,5.0,0,23,6
97350,2025-03-06,770,40,0,19,4,143.74,0,918,5.0,1,70,3
45435,2024-07-06,349,40,0,19,3,421.85,2,640,5.0,0,25,7
92572,2024-06-29,634,40,0,4,4,286.55,2,147,5.0,1,60,6
10539,2025-03-17,142,40,0,19,1,34.64,0,24,3.0,0,44,3
94316,2024-06-14,979,30,3,23,1,146.35,0,219,2.0,1,18,6
64578,2024-07-01,650,10,1,17,1,35.52,0,374,1.0,1,54,7
77823,2024-09-27,994,10,1,16,5,475.31,2,820,5.0,0,34,9
67215,2024-12-02,912,20,2,10,1,242.04,2,89,4.0,1,71,12
50937,2024-11-05,101,30,3,9,1,92.22,1,839,5.0,0,46,11
66782,2024-07-04,865,20,2,3,2,62.97,2,237,5.0,0,48,7
72081,2024-07-25,563,40,0,11,3,471.32,2,861,5.0,0,63,7
58706,2025-02-07,613,20,2,20,4,351.62,0,353,5.0,0,65,2
61717,2024-08-31,705,10,1,17,2,393.49,0,126,4.0,0,57,8
48366,2024-10-12,292,10,1,17,3,327.3,2,472,5.0,0,48,10
26652,2024-09-24,952,10,1,21,2,480.79,1,107,5.0,0,48,9
49861,2024-11-24,832,20,2,15,2,96.31,1,54,5.0,1,46,11
70446,2024-05-02,918,50,4,13,5,237.79,1,13,4.0,1,56,5
66861,2025-02-23,360,20,2,20,3,146.67,0,720,1.0,0,20,2
33496,2024-09-24,863,50,4,13,5,174.83,0,639,5.0,1,71,9
65546,2024-04-01,575,20,2,3,4,400.94,0,111,2.0,0,65,4
58032,2024-04-04,133,30,3,2,4,14.97,2,395,5.0,0,22,4
52835,2024-04-11,159,40,0,4,2,381.5,1,552,4.0,0,31,4
54614,2024-12-10,704,40,0,8,1,55.6,2,835,4.0,1,61,12
47601,2024-07-31,793,50,4,24,2,241.9,1,777,3.0,1,24,7
39945,2024-06-06,273,50,4,24,5,182.39,0,546,2.0,1,75,6
44020,2024-12-23,798,10,1,6,5,164.62,1,516,4.0,0,62,12
89883,2024-05-25,182,20,2,10,5,116.03,0,162,2.0,0,66,5
51106,2025-03-03,222,50,4,22,2,148.67,2,489,5.0,1,38,3
39236,2024-06-05,793,30,3,1,1,158.11,1,593,4.0,1,47,6
39267,2024-10-02,399,10,1,17,3,153.15,2,549,5.0,0,74,10
20814,2024-12-18,914,10,1,16,4,291.29,0,816,4.0,1,65,12
62697,2024-09-19,774,10,1,5,2,471.12,0,477,5.0,1,25,9
45453,2024-08-15,363,40,0,8,3,292.74,1,929,5.0,1,63,8
41166,2024-04-17,783,50,4,24,5,51.74,2,580,5.0,0,61,4
12817,2024-06-06,466,50,4,22,4,397.46,2,541,5.0,1,40,6
86435,2024-07-30,988,40,0,7,4,431.48,0,84,3.0,0,48,7
16539,2024-04-10,334,50,4,18,3,474.32,2,319,5.0,1,21,4
32285,2024-08-23,978,10,1,6,1,127.53,1,898,5.0,1,43,8
73165,2024-12-29,237,40,0,4,2,240.26,2,429,1.0,0,48,12
28298,2024-06-07,555,40,0,8,3,346.82,0,632,5.0,0,18,6
77934,2025-01-16,695,20,2,15,1,66.24,2,250,5.0,1,27,1
42115,2024-11-09,135,20,2,20,4,39.22,0,570,4.0,0,55,11
10254,2024-09-10,318,30,3,23,1,70.93,1,621,3.0,1,73,9
39027,2024-12-26,757,30,3,2,1,274.59,0,742,5.0,1,23,12
30197,2024-07-09,386,40,0,7,1,305.82,2,638,5.0,1,39,7
83687,2024-08-26,115,50,4,22,5,475.89,1,452,5.0,0,52,8
88015,2024-05-20,285,20,2,15,4,264.29,0,320,5.0,1,62,5
84063,2025-01-20,744,50,4,13,5,321.04,0,753,5.0,0,43,1
50447,2024-10-21,910,40,0,7,3,167.32,2,322,5.0,1,22,10
29786,2024-09-10,749,40,0,7,3,334.67,0,780,5.0,0,23,9
79948,2024-08-14,858,40,0,8,2,164.11,0,781,5.0,0,66,8
68238,2025-03-17,261,50,4,18,3,332.25,1,485,4.0,1,68,3
66682,2025-02-04,632,50,4,24,1,315.09,0,74,5.0,0,42,2
47971,2024-04-06,363,20,2,3,5,279.12,0,148,4.0,0,47,4
54869,2024-03-29,369,10,1,16,4,486.84,1,436,5.0,0,42,3
28063,2024-05-03,398,30,3,2,5,16.7,0,728,5.0,1,26,5
99909,2024-08-11,233,10,1,21,1,474.06,1,762,5.0,0,37,8
77523,2025-01-28,543,30,3,2,5,355.65,0,105,5.0,1,21,1
60807,2025-01-07,798,20,2,15,1,280.12,0,129,5.0,0,39,1
77884,2024-12-05,620,20,2,20,3,145.36,0,764,3.0,0,41,12
76854,2024-09-14,845,30,3,12,2,148.59,0,20,5.0,0,64,9
35603,2024-08-15,177,40,0,19,4,228.81,0,345,3.0,0,68,8
14361,2024-12-12,178,50,4,13,4,233.12,0,725,5.0,1,23,12
99182,2024-12-19,395,20,2,14,3,197.66,0,213,5.0,0,23,12
57585,2025-01-07,394,40,0,11,4,494.32,1,412,5.0,0,50,1
75434,2024-12-03,775,10,1,6,3,256.12,1,98,3.0,1,21,12
49651,2024-04-08,937,40,0,8,4,267.72,0,901,5.0,1,19,4
80835,2024-12-26,114,20,2,20,3,240.05,0,350,3.0,0,40,12
46326,2024-12-15,625,10,1,5,4,427.65,1,14,3.0,1,31,12
11108,2024-06-26,575,40,0,4,2,27.59,2,796,1.0,0,58,6
82916,2024-08-24,180,30,3,1,1,375.92,0,481,5.0,0,73,8
37787,2024-08-02,971,10,1,21,3,91.52,0,925,5.0,1,35,8
43043,2025-02-27,203,10,1,5,5,185.65,0,163,5.0,0,24,2
74956,2024-12-14,204,50,4,0,5,93.29,2,334,5.0,1,58,12
62833,2024-04-05,955,20,2,15,1,457.29,2,176,1.0,0,71,4
93806,2024-05-17,606,40,0,7,4,336.75,0,118,5.0,0,37,5
12572,2025-01-22,656,20,2,20,4,226.45,0,592,5.0,1,46,1
87787,2024-05-13,836,40,0,7,2,233.85,0,146,5.0,1,67,5
77178,2024-09-17,167,40,0,8,5,126.23,1,391,3.0,1,61,9
70476,2024-10-13,883,30,3,12,1,489.19,1,885,3.0,1,32,10
66492,2025-02-21,112,10,1,17,4,375.13,0,691,5.0,1,30,2
62824,2024-12-25,629,30,3,1,5,321.94,1,650,2.0,0,63,12
85614,2025-03-13,189,20,2,20,5,452.67,1,238,5.0,0,70,3
89312,2024-08-30,276,10,1,17,3,188.78,2,864,5.0,1,31,8
59644,2024-10-28,139,40,0,19,5,108.39,1,103,5.0,1,61,10
77706,2024-06-17,111,50,4,24,2,416.93,0,191,5.0,1,33,6
69355,2024-12-04,683,30,3,9,1,404.07,0,825,5.0,1,18,12
30464,2024-07-01,563,20,2,15,2,483.96,1,116,3.0,0,25,7
77850,2024-06-19,633,10,1,5,4,272.92,0,397,3.0,0,30,6
96195,2024-09-25,975,30,3,2,4,196.7,1,668,5.0,1,27,9
17277,2024-10-21,157,20,2,15,4,22.26,1,384,3.0,0,70,10
48665,2024-05-14,620,10,1,21,2,455.6,0,794,5.0,1,65,5
55003,2024-11-13,910,10,1,16,4,159.14,0,197,5.0,1,74,11
98322,2024-04-08,157,50,4,0,1,200.44,0,539,5.0,0,60,4
46001,2024-10-14,661,50,4,13,1,297.8,1,241,5.0,1,40,10
56829,2024-08-04,839,10,1,21,1,311.67,0,917,5.0,1,59,8
15545,2024-12-08,128,40,0,11,2,475.77,0,298,5.0,0,65,12
21109,2024-07-17,719,50,4,24,3,39.67,0,756,5.0,1,37,7
59875,2024-08-02,210,40,0,8,4,334.76,1,763,5.0,1,49,8
71005,2024-09-26,203,10,1,5,3,129.35,2,226,5.0,1,28,9
77455,2024-06-29,845,50,4,0,3,297.33,2,310,3.0,1,64,6
16285,2024-10-30,579,50,4,18,4,145.86,2,749,5.0,0,59,10
20485,2024-06-07,602,20,2,20,4,333.92,2,229,5.0,1,44,6
56705,2024-08-12,299,20,2,14,2,168.65,2,462,2.0,1,38,8
25974,2025-02-12,123,40,0,4,1,65.69,2,175,4.0,0,71,2
99133,2025-01-05,928,50,4,22,1,63.44,1,55,1.0,0,26,1
60024,2024-08-21,643,50,4,24,5,234.44,2,688,5.0,0,71,8
53269,2024-08-09,314,40,0,11,5,346.19,0,484,5.0,1,54,8
23687,2025-03-03,371,10,1,5,2,308.07,2,524,5.0,0,68,3
16821,2024-05-18,175,50,4,22,4,358.95,0,649,5.0,0,68,5
25702,2025-03-12,423,40,0,4,4,306.66,2,486,5.0,1,40,3
24054,2024-11-05,953,50,4,0,3,220.73,2,383,4.0,0,26,11
85558,2024-04-27,619,40,0,11,3,367.51,0,808,4.0,0,60,4
98627,2025-01-24,886,30,3,1,4,346.54,0,846,5.0,0,25,1
32058,2024-05-27,843,10,1,21,3,57.32,1,142,3.0,1,28,5
28608,2024-04-08,436,10,1,17,1,478.75,1,21,3.0,1,51,4
58103,2025-01-29,389,30,3,23,3,435.37,1,536,5.0,1,18,1
25747,2025-03-18,874,30,3,9,4,60.76,1,10,1.0,0,64,3
75314,2024-05-31,417,20,2,20,1,181.56,1,761,3.0,0,24,5
33743,2024-12-24,405,50,4,0,3,405.54,1,502,5.0,0,64,12
21731,2024-08-19,206,50,4,22,5,22.86,1,341,5.0,1,34,8
66977,2025-03-18,568,20,2,3,1,354.32,0,242,5.0,1,67,3
25952,2024-12-30,448,20,2,10,5,287.5,0,11,5.0,0,73,12
80882,2025-02-27,511,10,1,16,3,375.59,2,467,3.0,0,32,2
27123,2024-12-27,144,20,2,3,3,162.7,0,748,5.0,0,18,12
60144,2025-01-23,287,10,1,16,4,86.23,1,434,5.0,1,65,1
85940,2024-07-15,722,40,0,11,1,247.97,0,165,4.0,1,37,7
53860,2024-05-14,490,50,4,18,2,179.13,2,946,2.0,0,62,5
32569,2025-02-06,336,40,0,4,2,336.89,2,620,1.0,1,26,2
72236,2024-07-05,959,10,1,16,5,110.17,2,366,5.0,0,47,7
79004,2024-05-14,190,30,3,9,4,68.79,0,747,5.0,1,50,5
39329,2024-08-28,218,40,0,4,2,354.8,1,289,4.0,0,59,8
53191,2024-11-21,852,30,3,12,4,204.56,1,283,5.0,1,30,11
44035,2024-08-10,974,10,1,5,4,292.12,1,76,4.0,0,39,8
16865,2025-01-06,991,30,3,12,3,208.47,0,686,5.0,1,39,1
68850,2025-02-07,484,40,0,7,1,53.18,2,556,1.0,0,58,2
64425,2024-12-19,780,50,4,18,5,203.93,0,527,5.0,1,22,12
52324,2024-09-20,932,20,2,20,2,260.14,2,523,4.0,1,64,9
11008,2024-07-23,981,30,3,9,2,366.42,1,357,5.0,1,58,7
47725,2024-09-12,320,20,2,3,3,106.66,1,46,5.0,0,36,9
18819,2024-06-16,775,10,1,6,4,476.13,1,880,4.0,0,70,6
95354,2024-07-13,394,50,4,13,2,343.76,1,758,5.0,1,30,7
48878,2024-09-07,814,30,3,9,2,83.97,2,324,4.0,0,75,9
44704,2025-02-25,911,30,3,2,4,37.52,1,446,5.0,0,62,2
88424,2024-06-06,535,10,1,16,2,190.68,0,947,5.0,0,44,6
73269,2025-01-03,748,10,1,17,2,301.1,0,95,4.0,0,24,1
38565,2024-10-28,884,10,1,21,5,455.43,1,538,5.0,1,50,10
33851,2024-11-13,713,40,0,4,5,83.92,2,447,4.0,0,48,11
76010,2024-09-24,248,30,3,12,1,257.23,2,837,5.0,0,51,9
75278,2025-03-03,538,40,0,4,3,266.15,2,275,3.0,1,59,3
51458,2025-01-27,400,40,0,11,1,389.49,1,449,4.0,0,19,1
21004,2024-04-17,843,30,3,12,5,171.55,1,351,5.0,1,30,4
50813,2025-01-29,481,50,4,0,4,173.35,1,153,5.0,1,70,1
51301,2025-01-07,398,30,3,23,5,73.19,1,243,5.0,1,43,1
23601,2024-08-12,468,40,0,7,3,408.46,1,189,5.0,1,57,8
12469,2024-06-24,816,50,4,18,3,326.55,0,724,4.0,1,35,6
77150,2024-10-10,371,30,3,1,4,476.07,0,25,5.0,0,69,10
11829,2024-05-10,651,20,2,10,5,85.92,0,52,5.0,1,41,5
44470,2024-03-20,188,50,4,22,5,28.5,0,404,5.0,0,61,3
94532,2024-11-06,335,50,4,13,4,85.58,2,663,5.0,0,41,11
55184,2024-06-09,151,20,2,15,5,31.41,0,635,5.0,1,23,6
51963,2024-08-04,471,40,0,4,3,149.61,1,389,5.0,1,61,8
56464,2024-09-23,361,20,2,3,1,483.14,0,301,5.0,1,44,9
58911,2024-07-03,489,50,4,13,1,236.22,0,31,5.0,0,72,7
92232,2024-03-28,961,40,0,19,4,410.28,1,1,5.0,1,33,3
67837,2025-02-02,671,40,0,7,1,281.72,2,886,5.0,0,39,2
23747,2024-08-15,558,10,1,5,1,51.1,2,842,2.0,1,36,8
22228,2025-02-08,789,20,2,15,1,54.94,2,39,5.0,0,62,2
89639,2024-07-17,124,10,1,21,4,36.1,1,611,3.0,1,25,7
10848,2024-05-26,281,10,1,5,5,120.02,0,866,5.0,0,67,5
39860,2025-03-11,967,30,3,1,1,77.42,0,654,5.0,0,53,3
38512,2025-03-09,976,20,2,15,5,229.81,2,256,5.0,1,34,3
73069,2024-08-01,171,20,2,10,2,278.91,1,862,5.0,1,38,8
25229,2024-10-09,644,30,3,1,2,157.56,2,23,1.0,0,27,10
32206,2024-10-13,400,50,4,13,4,40.78,0,573,4.0,1,28,10
47231,2024-11-12,802,50,4,22,2,128.55,2,636,2.0,1,23,11
97281,2024-12-07,450,30,3,1,4,289.63,2,707,5.0,1,32,12
30321,2024-12-11,665,30,3,12,3,477.17,1,9,4.0,1,59,12
43115,2024-12-28,144,50,4,18,3,201.32,0,505,5.0,1,65,12
12858,2024-06-16,957,30,3,9,3,376.19,0,619,5.0,1,28,6
56081,2025-03-09,502,10,1,17,5,370.24,0,328,5.0,1,38,3
54630,2025-02-05,967,30,3,1,4,416.89,1,687,4.0,0,64,2
99272,2024-04-26,847,20,2,10,3,40.92,0,778,5.0,1,66,4
99923,2024-12-28,145,20,2,20,3,164.64,0,692,4.0,1,66,12
29197,2024-06-26,491,50,4,13,5,134.12,1,342,5.0,1,49,6
91976,2025-01-19,321,10,1,5,2,143.88,0,201,4.0,1,74,1
69112,2024-06-12,234,40,0,11,2,176.13,2,558,4.0,0,29,6
41492,2024-07-02,631,50,4,24,2,402.56,1,321,4.0,1,74,7
72727,2024-12-26,773,20,2,14,3,153.95,2,62,5.0,0,42,12
35088,2024-08-14,157,30,3,23,5,305.28,0,674,5.0,1,50,8
67667,2024-11-14,854,40,0,8,3,366.14,0,200,5.0,1,37,11
42238,2024-07-24,756,10,1,16,4,338.88,0,392,3.0,0,55,7
25852,2025-02-04,544,20,2,20,3,79.96,1,268,5.0,1,21,2
79864,2024-04-07,825,20,2,20,5,125.64,1,284,3.0,1,36,4
17044,2024-03-28,502,50,4,18,1,306.5,1,518,4.0,1,47,3
96947,2025-01-27,148,40,0,8,5,291.22,1,303,3.0,1,35,1
63024,2024-12-24,990,30,3,1,3,480.65,2,332,5.0,0,73,12
38096,2024-05-30,826,40,0,4,1,67.7,0,222,5.0,1,58,5
50848,2024-08-27,721,50,4,24,4,350.05,0,459,1.0,1,65,8
37762,2025-03-07,442,10,1,21,1,94.6,1,531,4.0,1,32,3
70317,2024-08-20,151,30,3,9,1,357.67,1,194,4.0,0,27,8
88802,2024-11-12,452,20,2,10,2,398.91,1,746,1.0,1,56,11
86646,2024-09-20,279,20,2,10,2,397.28,2,506,3.0,0,55,9
84845,2024-05-15,614,40,0,4,4,73.59,2,450,5.0,1,71,5
29895,2024-04-17,150,40,0,4,3,211.29,0,706,5.0,1,47,4
48604,2024-03-30,899,30,3,12,5,230.49,1,683,4.0,1,36,3
54625,2025-01-21,539,50,4,22,3,99.16,2,948,4.0,1,70,1
10403,2024-05-03,643,10,1,16,5,263.87,0,373,5.0,1,65,5
46059,2025-01-27,266,20,2,3,4,474.27,1,403,5.0,0,40,1
82793,2025-01-01,261,30,3,1,4,321.18,1,710,2.0,0,49,1
90952,2024-09-05,360,50,4,22,2,55.78,1,703,5.0,1,60,9
91742,2024-08-11,632,20,2,10,1,332.78,1,48,5.0,1,28,8
44592,2024-08-17,909,50,4,18,2,414.37,2,413,5.0,1,66,8
53649,2024-12-22,742,50,4,24,1,329.05,1,715,4.0,0,56,12
45831,2025-02-07,685,40,0,4,1,151.94,0,745,4.0,0,74,2
80435,2024-07-05,681,40,0,7,1,232.24,1,326,5.0,1,41,7
14447,2024-03-20,761,40,0,11,2,109.97,1,606,5.0,0,69,3
32331,2025-01-23,241,30,3,9,2,487.93,2,468,5.0,0,61,1
72286,2025-02-07,702,10,1,5,5,128.45,2,730,2.0,1,58,2
78768,2024-08-03,880,10,1,16,1,152.2,0,72,5.0,1,49,8
26392,2025-01-28,282,20,2,3,1,467.54,1,700,3.0,0,73,1
16669,2024-05-25,360,40,0,4,3,238.74,0,479,4.0,1,34,5
29275,2024-11-23,180,40,0,4,4,234.04,2,697,1.0,1,68,11
69068,2024-09-07,220,10,1,5,5,252.5,1,944,5.0,1,71,9
37813,2024-08-02,792,10,1,16,5,221.15,0,609,5.0,0,24,8
48519,2024-09-22,954,30,3,12,4,206.28,1,419,4.0,1,67,9
29305,2024-07-24,596,30,3,12,3,199.31,0,690,5.0,1,23,7
81394,2024-12-17,110,50,4,22,3,68.22,2,71,3.0,0,52,12
26545,2024-05-08,985,30,3,2,2,470.08,2,465,5.0,0,54,5
98794,2024-07-09,993,50,4,18,2,32.2,2,125,5.0,0,57,7
87690,2024-04-08,775,50,4,13,5,82.98,1,166,5.0,1,41,4
52213,2025-02-21,648,30,3,1,1,202.55,1,371,5.0,1,57,2
49232,2024-07-03,172,30,3,2,1,415.86,1,312,4.0,0,53,7
79470,2025-03-12,247,40,0,8,2,190.5,1,601,5.0,1,41,3
20522,2024-11-07,380,30,3,12,2,302.49,0,856,5.0,0,31,11
56073,2024-05-02,440,50,4,22,4,121.5,2,365,4.0,1,57,5
41063,2024-07-21,890,50,4,13,5,82.41,1,798,1.0,0,27,7
62699,2024-04-11,722,10,1,6,4,19.28,0,457,4.0,1,36,4
25889,2024-09-24,507,20,2,15,4,255.89,1,921,5.0,0,51,9
71237,2024-09-05,588,10,1,6,4,264.15,1,53,3.0,0,57,9
34740,2024-07-04,111,50,4,13,3,163.74,2,641,4.0,0,44,7
37821,2024-07-12,855,50,4,24,2,341.18,1,679,5.0,0,37,7
43279,2024-03-30,403,30,3,2,4,247.25,2,26,2.0,1,26,3
54459,2024-05-22,676,30,3,9,5,355.4,1,461,5.0,1,35,5
71713,2024-10-03,819,30,3,2,3,467.51,1,203,2.0,1,50,10
55426,2024-12-08,139,50,4,13,5,448.92,0,160,5.0,1,69,12
79928,2024-12-16,246,20,2,3,3,30.61,1,139,5.0,1,50,12
52566,2025-01-24,799,30,3,23,4,114.85,1,909,2.0,0,31,1
49956,2025-01-17,675,30,3,1,5,63.52,1,33,4.0,1,24,1
79476,2024-09-20,880,50,4,0,4,322.59,2,547,5.0,1,25,9
52052,2024-10-27,247,40,0,8,3,343.78,2,543,5.0,0,20,10
45326,2024-08-15,714,20,2,15,2,329.92,0,368,4.0,1,41,8
38806,2024-07-14,665,30,3,9,3,149.85,2,346,5.0,1,62,7
46244,2024-07-23,263,50,4,0,5,272.22,1,355,5.0,1,62,7
39858,2024-08-29,339,20,2,15,5,442.3,2,912,5.0,1,19,8
51679,2024-03-29,861,40,0,11,4,101.29,1,952,5.0,1,32,3
10201,2024-10-14,455,10,1,16,4,156.21,1,416,5.0,1,23,10
98074,2024-08-03,463,30,3,23,4,494.66,1,156,4.0,0,47,8
82077,2024-09-14,889,20,2,14,1,239.33,2,50,5.0,1,37,9
20351,2024-05-30,627,40,0,7,5,362.11,2,548,5.0,0,62,5
24734,2025-03-05,674,50,4,0,2,95.99,1,469,5.0,0,39,3
87219,2024-05-06,234,50,4,24,1,52.5,1,744,5.0,1,25,5
20393,2025-02-28,133,40,0,7,5,468.55,2,792,2.0,1,68,2
84575,2024-11-02,922,30,3,9,4,157.95,1,605,4.0,1,68,11
38523,2024-06-20,383,30,3,1,3,40.44,2,732,4.0,1,60,6
90933,2024-06-21,799,50,4,24,3,348.24,1,557,5.0,1,65,6
53977,2024-12-17,125,50,4,0,1,117.37,2,826,4.0,0,43,12
50771,2024-05-16,472,50,4,24,4,213.76,1,215,5.0,0,24,5
21473,2024-10-19,369,20,2,10,2,343.37,1,28,5.0,1,56,10
93130,2024-07-11,233,40,0,4,2,354.85,2,190,5.0,1,38,7
85009,2025-01-23,260,50,4,22,4,109.06,1,271,5.0,1,21,1
53070,2024-11-19,503,50,4,13,5,66.96,2,278,5.0,0,68,11
36125,2024-06-06,521,50,4,13,5,406.26,0,739,5.0,1,30,6
76563,2024-10-31,108,50,4,18,2,283.81,1,470,5.0,0,59,10
